Year,ICD10_Code,ICD10_Description,Classification,Metric_Primary,Metric_Secondary,Metric_Tertiary,Metric_Quaternary,Value
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Broad,Other,Wholly attributable,Male,75+,0
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Broad,Other,Wholly attributable,Male,75+,10
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Broad,Other,Wholly attributable,Male,75+,50
2013/14,A15-A19,Tuberculosis,Broad,Infectious and parasitic diseases,Partly attributable chronic,Male,75+,7210
2013/14,C00-C14,"Lip, oral cavity and pharynx",Broad,Cancer,Partly attributable chronic,Male,75+,630
2013/14,C15,Oesophagus,Broad,Cancer,Partly attributable chronic,Male,75+,3840
2013/14,"C18-C20, C21",Colorectal,Broad,Cancer,Partly attributable chronic,Male,75+,2260
2013/14,C22,Liver and intrahepatic bile ducts,Broad,Cancer,Partly attributable chronic,Male,75+,150
2013/14,C32,Larynx,Broad,Cancer,Partly attributable chronic,Male,75+,320
2013/14,C50,Breast,Broad,Cancer,Partly attributable chronic,Male,75+,-
2013/14,G40-G41,Epilepsy and Status epilepticus,Broad,Diseases of the nervous system,Partly attributable chronic,Male,75+,4980
2013/14,I10-I15,Hypertensive diseases,Broad,Cardiovascular disease,Partly attributable chronic,Male,75+,90050
2013/14,I47-I48,Cardiac arrhythmias,Broad,Cardiovascular disease,Partly attributable chronic,Male,75+,15560
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Broad,Cardiovascular disease,Partly attributable chronic,Male,75+,1190
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Broad,Cardiovascular disease,Partly attributable chronic,Male,75+,-
2013/14,I85,Oesophageal varices,Broad,Cardiovascular disease,Partly attributable chronic,Male,75+,300
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Broad,Respiratory infections,Partly attributable chronic,Male,75+,2760
2013/14,"K73, K74",Unspecified liver disease,Broad,Digestive disease,Partly attributable chronic,Male,75+,1060
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Broad,Digestive disease,Partly attributable chronic,Male,75+,710
2013/14,O03,Spontaneous abortion,Broad,Pregnancy and childbirth,Partly attributable chronic,Male,75+,-
2013/14,P05-P07,Low birth weight,Broad,Pregnancy and childbirth,Partly attributable chronic,Male,75+,-
2013/14,§,Road/Ped traffic accidents,Broad,Unintentional injuries,Partly attributable acute,Male,75+,30
2013/14,X40–X49,Poisoning,Broad,Unintentional injuries,Partly attributable acute,Male,75+,20
2013/14,W00-W19,Fall injuries,Broad,Unintentional injuries,Partly attributable acute,Male,75+,1260
2013/14,X00-X09,Fire injuries,Broad,Unintentional injuries,Partly attributable acute,Male,75+,0
2013/14,W65-W74,Drowning,Broad,Unintentional injuries,Partly attributable acute,Male,75+,0
2013/14,§§,Other unintentional injuries,Broad,Intentional injuries,Partly attributable acute,Male,75+,1000
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Broad,Intentional injuries,Partly attributable acute,Male,75+,20
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Broad,Intentional injuries,Partly attributable acute,Male,75+,0
2013/14,"X85-Y09, Y87.1",Assault,Broad,Intentional injuries,Partly attributable acute,Male,75+,10
2013/14,F10.0,Acute intoxication,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,15770
2013/14,F10.1,Harmful use,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,18460
2013/14,F10.2,Dependence syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,16150
2013/14,F10.3,Withdrawal state,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,6330
2013/14,F10.4,Withdrawal state with delirium,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,300
2013/14,F10.5,Psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,110
2013/14,F10.6,Amnesic syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,440
2013/14,F10.7,Residual and late-onset psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,170
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,20
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,280
2013/14,K70.0,Alcoholic fatty liver,Broad,Alcoholic liver disease,Wholly attributable,Female,All ages,400
2013/14,K70.1,Alcoholic hepatitis,Broad,Alcoholic liver disease,Wholly attributable,Female,All ages,1400
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Broad,Alcoholic liver disease,Wholly attributable,Female,All ages,60
2013/14,K70.3,Alcoholic cirrhosis of liver,Broad,Alcoholic liver disease,Wholly attributable,Female,All ages,7690
2013/14,K70.4,Alcoholic hepatic failure,Broad,Alcoholic liver disease,Wholly attributable,Female,All ages,1360
2013/14,K70.9,"Alcoholic liver disease, unspecified",Broad,Alcoholic liver disease,Wholly attributable,Female,All ages,6170
2013/14,T51.0,Ethanol poisoning,Broad,Toxic effect of alcohol,Wholly attributable,Female,All ages,18170
2013/14,T51.1,Methanol poisoning,Broad,Toxic effect of alcohol,Wholly attributable,Female,All ages,10
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Broad,Toxic effect of alcohol,Wholly attributable,Female,All ages,1310
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Broad,Other,Wholly attributable,Female,All ages,0
2013/14,G31.2,Degeneration of nervous system due to alcohol,Broad,Other,Wholly attributable,Female,All ages,120
2013/14,G62.1,Alcoholic polyneuropathy,Broad,Other,Wholly attributable,Female,All ages,100
2013/14,G72.1,Alcoholic myopathy,Broad,Other,Wholly attributable,Female,All ages,20
2013/14,I42.6,Alcoholic cardiomyopathy,Broad,Other,Wholly attributable,Female,All ages,90
2013/14,K29.2,Alcoholic gastritis,Broad,Other,Wholly attributable,Female,All ages,580
2013/14,K85.2,Alcohol-induced acute pancreatitis,Broad,Other,Wholly attributable,Female,All ages,800
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Broad,Other,Wholly attributable,Female,All ages,980
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Broad,Other,Wholly attributable,Female,All ages,100
2013/14,R78.0,Excess alcohol blood levels,Broad,Other,Wholly attributable,Female,All ages,110
2013/14,X45,Accidental poisoning by and exposure to alcohol,Broad,Other,Wholly attributable,Female,All ages,60
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Broad,Other,Wholly attributable,Female,All ages,270
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Broad,Other,Wholly attributable,Female,All ages,10
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Broad,Other,Wholly attributable,Female,All ages,10
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Broad,Other,Wholly attributable,Female,All ages,360
2013/14,A15-A19,Tuberculosis,Broad,Infectious and parasitic diseases,Partly attributable chronic,Female,All ages,45730
2013/14,C00-C14,"Lip, oral cavity and pharynx",Broad,Cancer,Partly attributable chronic,Female,All ages,2790
2013/14,C15,Oesophagus,Broad,Cancer,Partly attributable chronic,Female,All ages,5010
2013/14,"C18-C20, C21",Colorectal,Broad,Cancer,Partly attributable chronic,Female,All ages,8270
2013/14,C22,Liver and intrahepatic bile ducts,Broad,Cancer,Partly attributable chronic,Female,All ages,510
2013/14,C32,Larynx,Broad,Cancer,Partly attributable chronic,Female,All ages,230
2013/14,C50,Breast,Broad,Cancer,Partly attributable chronic,Female,All ages,28940
2013/14,G40-G41,Epilepsy and Status epilepticus,Broad,Diseases of the nervous system,Partly attributable chronic,Female,All ages,20660
2013/14,I10-I15,Hypertensive diseases,Broad,Cardiovascular disease,Partly attributable chronic,Female,All ages,132790
2013/14,I47-I48,Cardiac arrhythmias,Broad,Cardiovascular disease,Partly attributable chronic,Female,All ages,39700
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Broad,Cardiovascular disease,Partly attributable chronic,Female,All ages,0
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Broad,Cardiovascular disease,Partly attributable chronic,Female,All ages,0
2013/14,I85,Oesophageal varices,Broad,Cardiovascular disease,Partly attributable chronic,Female,All ages,1840
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Broad,Respiratory infections,Partly attributable chronic,Female,All ages,3710
2013/14,"K73, K74",Unspecified liver disease,Broad,Digestive disease,Partly attributable chronic,Female,All ages,6590
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Broad,Digestive disease,Partly attributable chronic,Female,All ages,2300
2013/14,O03,Spontaneous abortion,Broad,Pregnancy and childbirth,Partly attributable chronic,Female,All ages,3380
2013/14,P05-P07,Low birth weight,Broad,Pregnancy and childbirth,Partly attributable chronic,Female,All ages,1610
2013/14,§,Road/Ped traffic accidents,Broad,Unintentional injuries,Partly attributable acute,Female,All ages,940
2013/14,X40–X49,Poisoning,Broad,Unintentional injuries,Partly attributable acute,Female,All ages,460
2013/14,W00-W19,Fall injuries,Broad,Unintentional injuries,Partly attributable acute,Female,All ages,4960
2013/14,X00-X09,Fire injuries,Broad,Unintentional injuries,Partly attributable acute,Female,All ages,20
2013/14,W65-W74,Drowning,Broad,Unintentional injuries,Partly attributable acute,Female,All ages,0
2013/14,§§,Other unintentional injuries,Broad,Intentional injuries,Partly attributable acute,Female,All ages,8460
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Broad,Intentional injuries,Partly attributable acute,Female,All ages,2740
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Broad,Intentional injuries,Partly attributable acute,Female,All ages,40
2013/14,"X85-Y09, Y87.1",Assault,Broad,Intentional injuries,Partly attributable acute,Female,All ages,320
2013/14,F10.0,Acute intoxication,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,800
2013/14,F10.1,Harmful use,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,80
2013/14,F10.2,Dependence syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,10
2013/14,F10.3,Withdrawal state,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,F10.4,Withdrawal state with delirium,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,10
2013/14,F10.5,Psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,0
2013/14,F10.6,Amnesic syndrome,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,F10.7,Residual and late-onset psychotic disorder,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Broad,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,10
2013/14,K70.0,Alcoholic fatty liver,Broad,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,K70.1,Alcoholic hepatitis,Broad,Alcoholic liver disease,Wholly attributable,Female,Under 16,0
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Broad,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,K70.3,Alcoholic cirrhosis of liver,Broad,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,K70.4,Alcoholic hepatic failure,Broad,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,K70.9,"Alcoholic liver disease, unspecified",Broad,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,T51.0,Ethanol poisoning,Broad,Toxic effect of alcohol,Wholly attributable,Female,Under 16,400
2013/14,T51.1,Methanol poisoning,Broad,Toxic effect of alcohol,Wholly attributable,Female,Under 16,0
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Broad,Toxic effect of alcohol,Wholly attributable,Female,Under 16,50
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,G31.2,Degeneration of nervous system due to alcohol,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,G62.1,Alcoholic polyneuropathy,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,G72.1,Alcoholic myopathy,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,I42.6,Alcoholic cardiomyopathy,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,K29.2,Alcoholic gastritis,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,K85.2,Alcohol-induced acute pancreatitis,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Broad,Other,Wholly attributable,Female,Under 16,80
2013/14,R78.0,Excess alcohol blood levels,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,X45,Accidental poisoning by and exposure to alcohol,Broad,Other,Wholly attributable,Female,Under 16,20
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Broad,Other,Wholly attributable,Female,Under 16,10
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Broad,Other,Wholly attributable,Female,Under 16,0
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Broad,Other,Wholly attributable,Female,Under 16,-
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Broad,Other,Wholly attributable,Female,Under 16,10
2013/14,A15-A19,Tuberculosis,Broad,Infectious and parasitic diseases,Partly attributable chronic,Female,Under 16,-
2013/14,C00-C14,"Lip, oral cavity and pharynx",Broad,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,C15,Oesophagus,Broad,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,"C18-C20, C21",Colorectal,Broad,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,C22,Liver and intrahepatic bile ducts,Broad,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,C32,Larynx,Broad,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,C50,Breast,Broad,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,G40-G41,Epilepsy and Status epilepticus,Broad,Diseases of the nervous system,Partly attributable chronic,Female,Under 16,-
2013/14,I10-I15,Hypertensive diseases,Broad,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,I47-I48,Cardiac arrhythmias,Broad,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Broad,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Broad,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,I85,Oesophageal varices,Broad,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Broad,Respiratory infections,Partly attributable chronic,Female,Under 16,-
2013/14,"K73, K74",Unspecified liver disease,Broad,Digestive disease,Partly attributable chronic,Female,Under 16,-
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Broad,Digestive disease,Partly attributable chronic,Female,Under 16,-
2013/14,O03,Spontaneous abortion,Broad,Pregnancy and childbirth,Partly attributable chronic,Female,Under 16,-
2013/14,P05-P07,Low birth weight,Broad,Pregnancy and childbirth,Partly attributable chronic,Female,Under 16,1610
2013/14,§,Road/Ped traffic accidents,Broad,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,X40–X49,Poisoning,Broad,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,W00-W19,Fall injuries,Broad,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,X00-X09,Fire injuries,Broad,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,W65-W74,Drowning,Broad,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,§§,Other unintentional injuries,Broad,Intentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Broad,Intentional injuries,Partly attributable acute,Female,Under 16,-
